Sample Name,Sample Type,HELPER,BATCH,Betaine,Choline,Cystamine,Cysteamine,Cytidine,Glycine,Methionine,Phe-d8,Phenylalanine,Serine,Threonine,TMAOd9,TMNO,Valine,Valine-d8,AccoA.M0-0(PO3),AcAccoA.M0-0(PO3),Phe-d8(NEG),Pump A press,Pump B press,Oven Temp,Cooler Temp,Room Temp,Run Order,Sample Number,Tray
S100,Sample,100.0,,290197819.3,2266273.138,177059.7121,9836.159388,30446.87552,110917.4409,1889353.58,11593419.68,52143726.75,128968.7306,1083117.247,61164314.58,9069111.112,6527556.736,1047227.33,8363.14111,46374.38455,1603316.353,398864.3632,720747.4708,,,,122.0,S100,2.0
S101,Sample,101.0,,169409825.4,1539433.304,273629.557,8295.505844,32867.64285,24798.39984,888109.537,9146789.997,29602294.98,60434.72237,1117081.614,80214911.14,6348173.617,3405478.809,1680364.195,7304.389084,86559.82404,1704136.69,395626.8766,719052.6631,,,,125.0,S101,2.0
S102,Sample,102.0,,262442754.8,4074009.166,265547.698,4293.578522,14958.44484,93655.98474,1798009.442,11438324.99,51102935.78,60479.63138,1163628.886,39561358.15,6241405.673,6558932.976,1481066.083,7980.224366,99549.06689,1516333.14,397289.782,718719.364,,,,126.0,S102,2.0
S103,Sample,103.0,,120049973.0,623877.9555,183748.8463,7567.980708,11757.8068,49205.80999,644912.248,9841966.17,20893839.14,148972.4066,1774268.56,67605844.93,6096515.096,4173592.818,1500828.753,14600.42262,91566.51248,1404408.14,397527.1349,715691.2339,,,,127.0,S103,2.0
S104,Sample,104.0,,216736582.8,2420903.971,250350.2907,3039.766856,16371.79073,120838.3877,1833210.502,10920491.86,50268680.68,46511.90626,2070195.542,58369978.44,7799201.643,7854101.173,1060170.822,15060.58967,72788.1966,1616843.55,397083.3981,717923.2481,,,,128.0,S104,2.0
S105,Sample,105.0,,140861156.3,580317.0314,175534.0834,6158.174611,12962.43918,32770.10116,789175.8604,7859952.119,28075057.25,97195.41966,1331726.995,44436139.21,8201730.199,2691925.301,1564895.337,21554.2579,88723.59832,1573975.296,397781.1463,717643.1768,,,,129.0,S105,2.0
S106,Sample,106.0,,262016198.1,2040699.506,245498.4573,2769.192134,9587.521944,108383.0811,1431236.991,8408913.757,50209426.92,114077.311,1898118.3,63247937.82,12008661.99,8268011.472,1280494.742,10360.0472,87803.2873,1506976.586,397876.0368,719371.9675,,,,130.0,S106,2.0
S107,Sample,107.0,,167870399.5,932283.9594,424892.1014,6344.455994,50469.03636,31650.22417,807742.7433,10277887.59,21756868.53,104510.1686,968222.961,46754805.6,41061222.77,2102862.409,1450535.835,19983.6204,80171.79863,1468465.021,397636.4256,719171.3499,,,,131.0,S107,2.0
S108,Sample,108.0,,288663637.7,2548051.437,403022.8622,7134.77773,12708.95231,66709.30639,2367896.556,13543672.39,54186257.13,104360.8727,1752678.139,100205327.0,33775319.38,5878004.611,1822306.528,10352.84423,65180.03737,1847145.485,397746.2587,716088.8654,,,,132.0,S108,2.0
S109,Sample,109.0,,146210472.6,628114.6618,101383.0413,6515.664736,12578.0045,35209.80083,528411.8698,11076263.88,17605744.27,123060.0213,996092.5942,62612545.9,5457446.58,1266797.837,1746669.041,42648.4254,77098.83664,1516238.093,396590.1701,718717.0684,,,,133.0,S109,2.0
S110,Sample,110.0,,303559994.8,2875777.972,136294.8678,2090.287257,18053.54169,83623.23984,1576276.0,14043281.98,54799338.76,46501.71503,1600313.853,51739216.8,8931086.544,9892269.337,1776823.74,15648.0889,63769.1064,2075943.507,397259.268,716712.1808,,,,134.0,S110,2.0
S111,Sample,111.0,,149654610.8,855936.061,76891.11196,5733.215732,19389.91997,36252.94421,677930.099,11175302.7,26700108.39,,466398.5932,97756996.65,9774167.131,2379755.475,1523769.394,15384.648,61880.69647,2287947.575,395243.5603,719028.9196,,,,135.0,S111,2.0
S112,Sample,112.0,,292271960.4,3055949.71,174833.3702,5797.418048,34712.61178,114610.834,1985912.171,10688919.24,55598366.95,95201.71243,1989435.631,62559418.17,21139514.21,6032801.072,991369.0613,14099.45453,79700.31904,1746851.046,397690.218,717659.6342,,,,136.0,S112,2.0
S113,Sample,113.0,,148290084.2,1242466.312,204637.2464,3448.139305,20908.0749,39252.3198,1267004.675,9472556.466,25406140.68,,1692943.558,81902450.49,14081689.69,3991289.924,1284940.281,18240.90909,199457.6612,1155055.472,397870.4864,717618.3256,,,,137.0,S113,2.0
S114,Sample,114.0,,347337481.7,1982135.423,196495.4184,5796.590849,23740.08236,85656.21266,1535993.932,14752565.27,61683324.16,61643.12423,2132543.502,33339150.32,11034062.22,6829112.302,846083.0115,8741.497966,77876.02422,1900745.13,396728.5048,717174.7267,,,,138.0,S114,2.0
S115,Sample,115.0,,200772568.7,942454.531,425746.1438,9508.22223,38932.74213,27979.6868,805922.9921,10172014.7,30258555.26,126936.9224,956692.4589,83062731.34,15661204.37,5457015.857,1630285.307,26860.93952,91928.4857,1755876.837,397099.1493,717512.7415,,,,139.0,S115,2.0
S116,Sample,116.0,,327482041.1,4202020.911,398814.5381,8866.879181,30329.28894,93888.4559,1719893.938,10872913.2,61532863.54,54188.29337,1517082.599,59370228.48,9806891.161,4221146.411,1204719.818,12509.82048,71850.30001,1692729.276,397006.1397,716560.3557,,,,140.0,S116,2.0
S117,Sample,117.0,,112868475.4,546695.4244,106329.1084,3709.189396,21247.83212,40599.09699,724750.3269,9807524.131,16668969.09,,2116918.279,62525995.56,6831731.985,3731134.744,1388833.976,48842.94184,91571.7029,1430280.11,396872.7502,714672.9021,,,,141.0,S117,2.0
S118,Sample,118.0,,317275097.2,4190381.532,258747.701,3486.099352,44462.42115,70715.89479,2113196.491,9858721.799,59781727.58,118618.6921,2154429.199,58292471.26,9270656.238,11899555.39,1540037.417,10781.16332,54189.99683,1855692.241,394682.9353,719569.7607,,,,142.0,S118,2.0
S119,Sample,119.0,,171734705.2,1734937.776,387076.6589,4902.145034,36763.52595,25482.28374,1011941.045,7422849.424,36377121.39,395869.137,2377733.789,68350528.51,5284409.56,3246054.403,1336197.293,37395.96585,124088.0322,1118455.103,397062.9816,719680.4544,,,,143.0,S119,2.0
S120,Sample,120.0,,241499072.0,3347939.531,420317.0028,4721.365335,13503.46936,70102.08037,2131168.531,12422799.93,66314637.56,130240.8493,3136022.839,61017323.27,5014639.601,4438968.083,2064308.225,12629.98429,119590.783,1722689.921,397692.1569,719918.489,,,,144.0,S120,2.0
S121,Sample,121.0,,206943362.5,1540901.139,337642.424,8827.065517,49583.83269,40529.40513,888734.7176,8315726.385,30581322.73,129507.1125,1419525.324,105805445.8,5105900.93,8002829.898,1126790.594,36974.06121,107136.4022,1377064.738,397986.8481,718472.1063,,,,147.0,S121,2.0
S122,Sample,122.0,,192785279.3,4925287.132,342281.6127,6313.951439,30788.51105,51875.88241,1362250.676,13658138.58,60051095.34,84583.82948,928195.7913,68540004.94,3628514.179,4285945.524,1185311.224,10358.41056,62243.51269,1851847.697,397127.6812,719622.1203,,,,148.0,S122,2.0
S123,Sample,123.0,,176340579.3,2188818.695,343377.0749,3371.135316,21435.57137,40607.94561,1142015.731,7504941.933,29677920.05,,1410443.878,84342989.3,7175416.22,5718269.698,1166763.093,13614.52262,98243.2863,1335423.901,399111.1743,720457.1437,,,,149.0,S123,2.0
S124,Sample,124.0,,218738706.3,5409553.308,299896.5187,3259.344902,98566.04165,116374.0657,1891144.125,11641086.75,72112088.05,57125.33359,1187848.284,39238813.92,7232208.476,7693164.732,1725891.803,20505.34516,55256.66315,1453711.453,398325.4674,721136.3989,,,,150.0,S124,2.0
S125,Sample,125.0,,164516641.4,1368778.094,362057.3935,5110.955157,36966.23556,60887.60181,974020.5856,14499433.72,28465358.95,,1521450.83,109159460.3,4486653.658,3938184.519,1978885.072,22123.25091,76205.85864,1483725.136,395461.4974,717178.0233,,,,151.0,S125,2.0
S126,Sample,126.0,,324001157.8,2245543.723,290292.6032,2377.815081,48205.36321,69112.79606,1620394.26,13433435.59,66730405.83,43425.17071,1136101.393,53459716.55,5008160.216,5967812.732,1351139.012,5425.623991,50456.61884,1792630.296,397232.6949,718950.993,,,,152.0,S126,2.0
S127,Sample,127.0,,473921711.1,6519276.368,1365284.368,17939.92338,54727.67567,186633.3451,4822463.63,33370926.31,149283726.6,400005.6962,6085322.585,146613097.7,15888782.39,23459740.1,3607637.112,12780.90986,131757.0588,4489921.185,397682.7966,720577.7836,,,,153.0,S127,2.0
S128,Sample,128.0,,260996715.4,3170049.432,430443.4967,6985.489352,17570.28645,85262.23158,1199317.543,15005981.0,55989239.67,118841.5906,3253830.395,64558633.8,10025472.6,7360987.788,1474977.619,12769.2629,39183.24536,2036110.144,397701.9234,719889.275,,,,154.0,S128,2.0
S129,Sample,129.0,,184539679.8,1391761.504,294161.1796,4619.209968,17904.75288,35828.52825,801271.4849,9633378.689,29149783.23,111896.8644,1294829.088,94328406.41,11839295.77,5722232.265,1879173.267,40478.62875,81971.43412,1595321.304,398605.2959,717004.7129,,,,155.0,S129,2.0
S130,Sample,130.0,,295488644.0,2442285.068,341608.9575,3879.020155,26567.15054,73468.91925,1837878.517,10744386.29,81298451.71,91080.41728,1119190.552,57855229.79,11182099.62,10147465.05,1273617.205,8576.539211,69509.44821,2001574.627,394944.7195,716651.9572,,,,156.0,S130,2.0
S131,Sample,131.0,,152943670.9,953487.2589,359390.1451,4176.467085,50433.81143,41651.82908,1857670.131,13848835.49,38524417.91,179237.1515,1919851.555,64908828.01,10449014.15,4874071.691,1452295.243,26973.70992,103062.0393,1688125.891,396957.486,718261.9684,,,,157.0,S131,2.0
S132,Sample,132.0,,135381814.4,730273.5158,367963.7861,5886.104638,50944.25823,77142.11822,1304144.475,8842788.151,39702539.7,116209.7764,1151525.892,42954538.25,9863073.462,3639235.886,1854816.986,18646.4425,83391.99808,1612741.014,398058.1152,718776.4246,,,,158.0,S132,2.0
S133,Sample,133.0,,275164629.4,3199542.148,487093.6053,8012.246388,51569.95137,108958.2822,2512541.022,14519374.51,54888939.53,61021.30873,2420709.36,88037744.61,12498426.62,6441958.721,1319027.618,13798.06939,100182.5063,1843640.392,394517.7807,716381.9997,,,,159.0,S133,2.0
S134,Sample,134.0,,222366970.8,1906995.554,470772.6198,9397.51413,32691.66104,41757.83284,710938.9446,9639371.371,18584288.16,92866.38647,2029976.386,71889144.85,46238350.15,2765667.573,1392058.724,24203.59104,82608.53737,1233237.972,395649.0305,719584.99,,,,160.0,S134,2.0
S135,Sample,135.0,,278011706.1,5695185.674,618404.5374,9025.959348,176452.2469,105679.6193,2004284.382,11717822.11,60306858.83,191377.2905,2916613.617,49906671.77,23052401.17,4638703.002,1297626.471,15320.87016,60289.77772,2126479.717,396939.9467,718217.9128,,,,161.0,S135,2.0
S136,Sample,136.0,,151909990.4,1753152.233,568029.7561,3795.686981,28253.23709,35255.20223,565052.1077,8404252.192,22984990.3,113800.2618,1795877.751,68069808.93,8948105.493,2507139.088,1896455.757,39571.43411,129457.9863,1427288.658,398860.3073,719104.8132,,,,162.0,S136,2.0
S137,Sample,137.0,,237463207.4,2260270.945,1191943.578,28219.85054,92543.86262,52826.32535,1368055.717,11904225.34,31772765.31,195054.9039,2703188.145,92082416.39,13185712.56,10127352.28,2215068.47,30429.1666,111233.2823,1922235.774,395136.5845,717712.2988,,,,163.0,S137,2.0
S138,Sample,138.0,,202718352.7,893216.9544,154340.0097,4108.911741,87397.26156,53213.48765,852186.3586,21153645.69,26496224.86,97670.59586,1100682.819,97076222.34,6691077.612,3529954.306,2414212.289,31549.3858,105431.4416,2061515.687,398250.0049,719978.2488,,,,164.0,S138,2.0
S139,Sample,139.0,,400900921.2,2388233.13,489100.2012,14141.67671,80023.57826,154515.9449,3588477.276,23709439.18,60905961.27,239819.5035,1312414.317,94405936.87,3577122.86,13004011.83,1827698.762,8103.176832,145008.5059,2110185.052,397551.5921,718420.5114,,,,165.0,S139,2.0
S140,Sample,140.0,,163566861.2,1510744.7,300402.4279,8032.824842,45379.30997,46552.44583,676820.2456,8686838.356,22846502.73,142251.6134,755918.8554,77447874.5,14386992.58,4584742.087,1135987.354,14770.00893,78283.68971,1243764.13,399210.4866,722549.5513,,,,166.0,S140,2.0
S141,Sample,141.0,,356427742.3,3405838.765,234547.7739,5564.719177,9032.649377,66697.8976,1012615.951,8301150.9,31625869.23,138572.7867,1519319.086,54673050.13,9324509.392,6826262.763,1284401.312,12369.88968,50583.15207,1463861.638,398029.9765,717712.5931,,,,169.0,S141,2.0
S142,Sample,142.0,,170119385.4,979188.6949,259136.182,4004.188137,10341.7166,33054.86465,517766.0868,11587445.15,29558510.41,87695.03088,1163201.379,74483132.87,11293356.33,3212660.325,1316311.448,24495.04075,73959.89882,1541724.805,394355.0413,716856.8042,,,,170.0,S142,2.0
S143,Sample,143.0,,308165433.5,3791530.572,425592.8838,2862.031812,213383.2723,94688.30655,1746705.52,14919606.99,66295315.73,87528.38445,1864086.827,56920089.88,12568928.62,3427562.634,1999127.52,12372.45318,64643.19618,1612938.792,393924.1589,715674.949,,,,171.0,S143,2.0
S144,Sample,144.0,,182587652.8,683485.7748,502430.8864,2428.782535,73176.87218,43571.57069,495390.1918,13056750.86,21421825.55,69261.94117,1078720.131,76691416.88,11937873.47,3322078.557,1819330.921,7992.582619,75391.42127,1788431.875,396682.7435,718416.0416,,,,173.0,S144,2.0
S145,Sample,145.0,,169670226.1,1664015.94,814632.4919,3777.049496,20671.96099,53040.32269,923450.1713,9640913.516,35244377.84,121590.3709,1779465.582,69512430.88,16989016.08,2982197.573,1452224.672,35793.09446,82314.89452,1322644.42,396674.0384,715333.3302,,,,174.0,S145,2.0
S146,Sample,146.0,,223952159.9,5036320.356,688158.3849,3366.941947,85792.44068,70871.36133,1558901.222,10491031.59,45690522.95,147630.3637,1768298.86,45046276.88,20488601.04,6371951.869,1248254.802,6020.583816,65197.55405,1602515.402,396463.1464,714954.5414,,,,175.0,S146,2.0
S147,Sample,147.0,,180071933.7,1139392.082,582167.9365,8179.370972,9477.042801,75589.7027,652574.3315,9593839.365,29731150.71,122106.3599,1628431.553,63249374.68,22658158.0,2549202.813,1534239.709,10010.41088,51277.72576,1542125.522,398236.4007,721918.6367,,,,176.0,S147,2.0
S148,Sample,148.0,,321866307.8,2882996.175,452840.7145,19763.76701,20776.25075,82315.20285,1346962.864,9230853.002,51558101.73,206799.2093,1099004.817,57404280.99,24012584.79,5774717.811,1058390.783,12519.7488,47863.17585,1830092.077,396746.2224,717406.3723,,,,177.0,S148,2.0
S149,Sample,149.0,,120047375.2,729633.8947,176321.565,2904.614071,37238.37452,37544.98502,572064.3379,8974410.467,20496329.95,104591.829,733551.8892,66189445.31,13014754.52,3264519.448,1092909.055,7561.653821,87661.64809,1222502.703,396769.793,717571.1008,,,,178.0,S149,2.0
S150,Sample,150.0,,270444516.0,1180298.854,218906.1951,3036.991294,9896.072971,67285.34464,1518409.936,9632667.097,53086118.78,189258.3961,2978477.047,64883778.25,9448664.956,6498898.333,1250007.033,5339.176833,50682.82661,1544169.459,397517.3069,719065.1156,,,,179.0,S150,2.0
S151,Sample,151.0,,182743704.0,383060.1667,107271.2795,8429.617327,22333.57681,33144.52822,607861.8489,7684356.644,20138845.63,110233.5665,1123658.495,47605381.82,9749881.189,1982363.658,887014.3544,14320.52114,64180.86469,1328084.483,396698.0387,719904.8928,,,,180.0,S151,2.0
S152,Sample,152.0,,108530604.5,494043.1821,261916.559,5089.495485,14744.8256,31763.84498,393467.589,8470838.447,18810880.6,107028.0038,1347119.541,48982059.96,8107951.034,5161010.793,1085690.528,26819.20273,59912.32352,1305582.894,398109.2755,717916.5294,,,,181.0,S152,2.0
S153,Sample,153.0,,286650235.2,2375896.015,299466.1674,6001.131785,6415.888224,61307.19664,1483267.995,9771744.303,36148548.2,127551.2587,1329270.306,60791105.39,6522896.803,5259086.0,1474622.414,6574.833483,57653.4246,1786325.351,397138.9469,719002.5961,,,,182.0,S153,2.0
S154,Sample,154.0,,205694938.8,777590.2278,534501.8819,6004.391944,4013270.967,65574.77434,877108.3947,12953457.76,27114632.94,86314.33533,1211101.738,69257008.92,3961238.677,3830758.337,1475209.829,39929.56022,51868.03775,1549231.044,397364.0305,718043.2865,,,,183.0,S154,2.0
S155,Sample,155.0,,252973070.3,1617114.171,397074.2812,5270.122595,11386.15311,76484.5076,1380948.435,10298615.02,50558758.45,121034.4305,1899933.268,51409873.68,4735312.215,3305500.39,1063297.781,8222.634517,43606.4602,1640802.185,396982.9178,719618.5856,,,,184.0,S155,2.0
S156,Sample,156.0,,146191066.7,1201267.036,198929.8071,5082.137645,6842.840425,52613.851,571849.1548,8238198.886,16428343.14,153010.3606,753975.8638,92050842.86,9361381.836,2993673.283,1376312.387,26904.47837,78752.24073,1694777.746,395934.8854,719251.5769,,,,185.0,S156,2.0
S157,Sample,157.0,,289689118.1,1912351.869,325422.7024,4068.517199,11500.23701,99820.62679,1322136.393,11285771.67,46489860.14,143317.1249,1429599.07,69099232.06,8623510.034,6031986.166,929643.7972,7912.790248,68518.00492,1592876.048,398026.5326,717127.5684,,,,172.0,S157,2.0
S158,Sample,158.0,,242247626.2,2356103.585,647430.5638,1948.461096,586529.1293,143061.9937,1675550.085,12325895.73,50732609.11,80728.43716,2745541.775,53616409.79,12709630.67,4985562.787,1101809.339,17000.56832,68421.02848,1938410.339,396690.4127,714655.9525,,,,186.0,S158,2.0
S159,Sample,159.0,,93684689.18,465342.1516,100714.1951,7330.086616,13123.9588,9430.81103,234682.7243,12427814.48,16040879.44,82055.53867,458025.8565,69288936.56,10987898.88,2002563.578,1371971.5,12400.60397,46151.178,2635826.851,397821.3857,717255.5975,,,,187.0,S159,2.0
S160,Sample,160.0,,273319559.1,2639884.388,255899.1669,5138.140799,13503.70177,113343.7541,1056696.697,11917958.09,63809667.43,130634.8277,2272849.794,71194379.31,27515729.68,4254372.994,1385853.419,11997.97493,65564.63262,1850052.484,395392.2063,715324.5512,,,,188.0,S160,2.0
S161,Sample,161.0,,130611914.5,1286353.115,288407.8758,4823.144774,28057.9379,22349.4096,670411.0159,13882970.91,23566336.21,229462.8549,1729176.737,117886148.3,3897102.603,5651407.89,1689732.72,12142.87915,56871.51846,2666389.463,394179.0811,714247.8393,,,,208.0,S161,3.0
S162,Sample,162.0,,188842864.7,5496014.924,499890.6114,9270.414098,142936.3122,33377.13834,1998295.014,13773989.79,64243839.55,79858.92965,969122.3172,55586138.44,5191940.949,9708836.985,3101382.15,6224.147932,45662.67014,2586305.272,395546.521,715327.1602,,,,209.0,S162,3.0
S163,Sample,163.0,,131204005.9,1020140.605,263146.3451,5325.522256,8467.873849,37201.344,628419.016,13591325.4,19018870.23,,842300.0951,87723103.34,6034878.465,3248960.037,1424641.695,5973.315324,86837.60434,2440780.859,395622.6508,715692.3555,,,,210.0,S163,3.0
S164,Sample,164.0,,287266731.8,2139535.995,375491.9825,2376.749318,6813.37028,48273.39243,2053929.437,22164512.36,51695580.53,209011.5182,1713832.563,68611595.09,9760261.967,6915929.797,1416643.73,4595.327999,79281.77903,2773026.902,394638.7426,720321.7783,,,,211.0,S164,3.0
S165,Sample,165.0,,203113801.9,1265754.296,795359.8572,5684.19252,8712.791399,26273.04997,428047.658,13158506.51,23123357.11,,977492.6767,57833590.59,21560960.55,1906576.213,2076151.544,10305.74454,109338.5936,2411469.201,396470.327,721585.3825,,,,212.0,S165,3.0
S166,Sample,166.0,,221327404.9,2441343.625,840182.4025,4662.478347,26543.31293,94491.61937,1157918.131,16623670.1,56308057.03,193831.534,2122006.434,78298027.05,16611974.93,3572875.828,1936183.102,10674.54751,77794.24278,2696446.273,396447.2046,718530.383,,,,213.0,S166,3.0
S167,Sample,167.0,,182915236.1,1040285.406,195223.0424,7546.303194,13157.07315,84523.9962,908118.1218,11098760.5,39919273.51,126341.3523,1255128.317,97001393.15,15336879.42,3577716.231,1924344.672,107665.0094,102180.1329,3129339.419,394494.7218,713514.3276,,,,214.0,S167,3.0
S168,Sample,168.0,,377692583.1,5187572.736,221831.2806,8295.051212,35572.0164,137029.8751,2260890.274,22524253.89,53737713.86,236767.2049,2286824.991,88652166.4,19349235.0,6110300.19,1365981.615,19803.1775,67251.7652,3125641.568,391863.8101,712052.5732,,,,215.0,S168,3.0
S169,Sample,169.0,,257655155.4,1295432.454,145348.1085,3982.373658,26704.96559,67070.38355,1442093.863,28787834.49,53041195.17,351821.8235,2522516.754,154576900.9,19521001.11,7317065.056,3874653.316,17149.95796,173498.8101,4810047.415,395622.8675,712646.0791,,,,216.0,S169,3.0
S170,Sample,170.0,,396533082.6,3985340.673,448521.4901,20720.88434,29593.81599,164270.6726,2481632.327,28650092.93,90202736.11,384018.5232,3676713.084,138814753.3,18206906.74,12547616.74,3546538.875,23967.7103,91189.68781,4651842.14,393418.7418,712959.885,,,,217.0,S170,3.0
S171,Sample,171.0,,339815177.7,1424886.57,830947.5263,29977.93125,20511.92879,51211.28991,842380.4074,26795825.29,51866986.13,353498.6715,1835666.55,148207594.2,18608312.88,8336049.908,3824302.783,38470.2044,204381.446,3564144.115,393251.1108,713958.2765,,,,218.0,S171,3.0
S172,Sample,172.0,,517705126.1,4529243.613,1107316.825,22824.5846,25804.63686,161926.2876,3469216.716,31371579.64,155584822.0,326419.6314,2487217.336,148473874.4,19175055.11,15641557.66,3390944.648,18760.24657,117034.7497,4375458.781,396546.576,713406.1825,,,,219.0,S172,3.0
S173,Sample,173.0,,320671968.8,2044025.453,1295448.994,12527.892,53963.57695,73137.04463,1326071.959,29184711.55,44840225.84,377448.9382,2254821.496,159903852.0,44193848.46,6136566.921,3471250.591,64275.99716,127788.2605,3827508.368,395962.2169,713379.5009,,,,220.0,S173,3.0
S174,Sample,174.0,,536640994.1,4694346.093,1271557.687,12040.90454,18896.02352,170684.214,2456991.453,28207286.52,97305978.14,413618.0081,3266098.453,154379030.1,62817131.31,10568860.47,3863993.105,14583.58345,102337.4626,4763640.532,397643.4567,714541.8025,,,,221.0,S174,3.0
S175,Sample,175.0,,412740815.2,2397027.422,318421.5356,44496.93014,35515.48175,89943.27945,1604236.773,28436826.63,63432680.56,80102.45794,3317681.754,163236549.3,13186644.24,10249604.7,3838851.877,41675.39994,182215.7529,3634853.0,394371.6894,712180.9371,,,,222.0,S175,3.0
S176,Sample,176.0,,614183649.1,6075298.83,377988.7585,41831.54782,32611.41655,166951.8126,2764361.823,31815782.33,112778836.0,403925.4075,4055489.297,156071303.5,12269543.78,12826277.54,3740459.134,11168.64494,100411.2992,5032809.341,397907.397,711938.0716,,,,223.0,S176,3.0
S177,Sample,177.0,,291419679.5,2206543.544,1682567.322,11252.14309,36458.96667,91885.42395,1852300.281,28441447.36,56911641.53,353538.4959,3530917.345,150759463.6,35209435.44,10068402.42,3403225.465,10208.18618,137160.0854,3548744.067,397897.3366,714026.1993,,,,224.0,S177,3.0
S178,Sample,178.0,,463073946.2,4754157.772,1338203.807,12892.13241,59988.58662,81072.23646,3836401.895,30208957.42,120642002.7,311913.6534,3148679.755,123391318.0,26984529.48,22095496.46,3925994.124,6934.368189,82224.26598,4215587.07,397798.7944,714594.0546,,,,225.0,S178,3.0
S179,Sample,179.0,,365249358.2,2149894.788,1651546.008,13269.93312,45572.97161,80822.20853,1633247.276,22409520.87,54504217.42,313916.5058,3195298.74,141909897.9,22945604.94,8440379.847,3074825.299,49274.69811,168544.4896,2843968.817,397483.9984,714336.4979,,,,226.0,S179,3.0
S180,Sample,180.0,,455751698.9,6814001.651,1346816.124,16435.13963,190679.2612,132465.1811,3493303.016,26786255.47,110445793.5,317268.6286,4175337.92,117634242.5,14779206.38,14186188.49,3043115.901,8139.460003,138814.6844,3380779.347,398072.3459,716379.1854,,,,227.0,S180,3.0
S181,Sample,181.0,,266559408.8,1721351.5,1488834.145,23998.13154,31525.81094,68546.93196,1467777.026,21934683.3,51436446.82,147526.534,3275187.33,138656160.4,48036873.69,8316350.313,3117106.698,36698.4977,193923.9888,2357297.398,401100.7145,718789.6805,,,,230.0,S181,3.0
S182,Sample,182.0,,367394051.3,3425479.631,1033210.734,10834.98127,16414.28107,134738.8063,3161417.451,28270610.02,114227802.6,285995.9876,3912155.837,129286285.1,30740459.03,14666211.86,3116922.615,14537.39185,123906.1476,3751843.998,401397.5658,720121.6677,,,,231.0,S182,3.0
S183,Sample,183.0,,293301794.2,1618677.188,665904.0587,8113.850718,26247.11361,74414.05892,1161887.017,22808164.48,52098153.51,339346.6633,2021918.468,135078470.7,16637717.79,7615062.887,3117329.884,33241.49768,138720.3521,2417091.875,399932.8163,716119.098,,,,232.0,S183,3.0
S184,Sample,184.0,,469914756.4,4662078.807,920787.1467,16680.43338,30153.47731,172105.1274,2837832.002,28382417.22,127311804.9,281824.6116,2883730.693,129736961.7,13747833.53,13551565.65,3077864.581,15272.86179,138076.0858,3449487.151,399644.2515,719425.4289,,,,233.0,S184,3.0
S185,Sample,185.0,,428444902.2,3542298.469,2587212.97,25350.18938,33953.71317,101960.5551,1903355.951,36796386.18,88473462.78,233375.8997,4638323.614,189103023.8,30492892.09,12050739.05,4000129.451,25662.017,205797.905,3963300.818,402039.0452,721529.3027,,,,234.0,S185,3.0
S186,Sample,186.0,,531187966.4,4777295.663,1480236.053,24658.03945,26199.84351,146990.4735,3114508.766,24369946.51,117703237.2,333512.9317,5559745.637,122739124.0,19260689.5,11574969.51,2898589.246,13346.70877,113774.0778,3353818.707,403994.7053,723564.901,,,,235.0,S186,3.0
S187,Sample,187.0,,346875214.1,2752478.437,1857297.792,33171.56447,24610.95088,122899.3358,2022393.422,23937449.13,67424360.69,282929.1293,4295165.115,131866285.7,53278480.17,11822758.89,3075083.839,26834.96749,157531.4436,3194245.241,403238.4849,722530.8071,,,,236.0,S187,3.0
S188,Sample,188.0,,513220387.3,5532638.622,2123267.497,29355.71964,24835.76638,157396.8637,2656209.081,28190769.77,103469720.4,342863.7261,4682088.537,122082194.8,40634214.03,14137274.21,2817610.396,21736.21407,140702.5581,3304370.75,403030.638,720119.9077,,,,237.0,S188,3.0
S189,Sample,189.0,,337606135.5,1798832.559,998010.7351,27597.3545,23345.21457,104719.2841,1785259.516,21885737.6,63397575.07,287144.5153,6250761.63,128495065.5,19372235.22,10236376.69,3099568.592,15601.83144,204115.587,2723779.635,402447.6115,715955.5998,,,,238.0,S189,3.0
S190,Sample,190.0,,489750189.1,4025714.168,985222.2701,8915.540645,15156.09821,128729.596,2199909.059,22291260.26,74682293.15,302526.9899,4719174.706,108100259.6,17227407.11,8103879.676,2932289.959,22147.08777,149073.5905,3473616.771,401948.7443,721076.5923,,,,239.0,S190,3.0
S191,Sample,191.0,,344948293.6,1640153.213,323452.5578,32326.07014,25838.44842,84856.17764,1296144.59,21109402.5,34781361.23,275080.9002,2849243.483,137135684.2,12266304.96,8265935.945,3044916.682,21546.76564,261318.4307,2567038.671,403516.8296,721329.835,,,,240.0,S191,3.0
S192,Sample,192.0,,495751902.7,4936066.963,362617.8093,32803.35175,18988.21059,165514.5701,3362946.629,25571949.98,97607475.37,311182.8603,4753523.712,121247350.3,10462939.0,15804769.82,2915031.591,8497.441763,166368.7169,3771633.312,401861.5628,722405.2043,,,,241.0,S192,3.0
S193,Sample,193.0,,267342242.8,1492862.136,727776.0458,21732.17106,75960.47759,84089.75429,1734444.74,23583193.97,49461597.02,341595.7576,3538348.089,139459068.2,13446682.33,11723620.08,3100276.427,29402.79666,187083.7512,2995569.253,404832.5223,721846.7593,,,,242.0,S193,3.0
S194,Sample,194.0,,330245210.8,4771723.253,784598.895,23729.20368,23280.09244,70200.00408,2360391.049,25317184.65,81072320.75,265090.9317,3840354.939,117647308.9,9736635.276,15282133.0,3313147.681,17961.30153,105876.9912,4257415.03,405293.2103,722333.9159,,,,243.0,S194,3.0
